target
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
45.08
45.08
45.08
45.08
45.08
45.08
46.92
46.92
46.92
46.92
46.92
46.92
48.76
50.6
53.36
57.04
57.04
57.04
57.04
136.16
150.88
165.6
235.52
235.52
250.24
309.12
309.12
323.84
338.56
338.56
338.56
353.28
353.28
368.0
368.0
368.0
368.0
368.0
368.0
368.0
368.0
368.0
368.0
368.0
368.0
368.0
382.72
382.72
382.72
397.44
397.44
397.44
397.44
412.16
412.16
412.16
412.16
412.16
412.16
412.16
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
397.44
412.16
412.16
412.16
412.16
426.88
426.88
426.88
426.88
426.88
426.88
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
441.6
456.32
456.32
456.32
456.32
456.32
456.32
456.32
456.32
456.32
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
478.4
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
456.32
478.4
478.4
478.4
478.4
478.4
478.4
478.4
456.32
478.4
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
507.84
478.4
507.84
478.4
478.4
478.4
478.4
478.4
478.4
478.4
507.84
478.4
507.84
507.84
507.84
507.84
507.84
478.4
478.4
456.32
478.4
478.4
507.84
478.4
478.4
478.4
507.84
478.4
456.32
478.4
478.4
478.4
507.84
507.84
478.4
456.32
456.32
456.32
441.6
456.32
478.4
478.4
478.4
478.4
478.4
456.32
478.4
478.4
478.4
478.4
478.4
456.32
478.4
456.32
441.6
456.32
441.6
456.32
456.32
456.32
456.32
441.6
456.32
456.32
441.6
426.88
412.16
412.16
426.88
412.16
426.88
412.16
426.88
441.6
441.6
456.32
456.32
426.88
441.6
441.6
441.6
456.32
456.32
441.6
441.6
441.6
441.6
441.6
441.6
426.88
426.88
426.88
426.88
426.88
426.88
426.88
412.16
426.88
426.88
426.88
441.6
441.6
441.6
441.6
412.16
426.88
426.88
426.88
426.88
426.88
426.88
426.88
426.88
426.88
426.88
412.16
412.16
426.88
441.6
441.6
441.6
441.6
441.6
397.44
412.16
397.44
397.44
412.16
412.16
412.16
412.16
412.16
412.16
412.16
412.16
412.16
412.16
397.44
397.44
397.44
382.72
382.72
323.84
309.12
353.28
397.44
368.0
397.44
412.16
368.0
368.0
368.0
338.56
338.56
397.44
397.44
412.16
412.16
397.44
397.44
397.44
382.72
382.72
382.72
382.72
382.72
368.0
368.0
368.0
368.0
382.72
382.72
353.28
353.28
338.56
323.84
323.84
323.84
323.84
323.84
309.12
309.12
279.68
279.68
264.96
279.68
309.12
323.84
338.56
338.56
323.84
294.4
294.4
279.68
279.68
279.68
279.68
279.68
294.4
309.12
294.4
294.4
294.4
309.12
309.12
309.12
294.4
309.12
294.4
309.12
294.4
309.12
294.4
294.4
309.12
309.12
309.12
309.12
294.4
294.4
279.68
294.4
279.68
279.68
279.68
264.96
264.96
264.96
264.96
264.96
264.96
264.96
250.24
250.24
250.24
250.24
250.24
250.24
250.24
235.52
235.52
217.12
224.48
217.12
217.12
217.12
224.48
224.48
235.52
235.52
235.52
250.24
250.24
250.24
235.52
235.52
235.52
235.52
250.24
250.24
235.52
235.52
235.52
235.52
224.48
224.48
217.12
209.76
209.76
202.4
209.76
209.76
202.4
195.04
195.04
187.68
180.32
195.04
195.04
202.4
202.4
195.04
187.68
180.32
172.96
172.96
180.32
180.32
180.32
172.96
172.96
172.96
172.96
172.96
172.96
180.32
180.32
180.32
180.32
180.32
180.32
180.32
172.96
172.96
165.6
172.96
180.32
172.96
180.32
180.32
172.96
172.96
172.96
172.96
165.6
165.6
165.6
158.24
158.24
158.24
150.88
150.88
150.88
150.88
150.88
150.88
150.88
150.88
150.88
150.88
150.88
150.88
150.88
150.88
150.88
143.52
143.52
136.16
128.8
128.8
128.8
128.8
128.8
128.8
128.8
121.44
121.44
128.8
121.44
128.8
128.8
121.44
121.44
121.44
121.44
121.44
121.44
121.44
114.08
114.08
114.08
114.08
114.08
114.08
114.08
114.08
114.08
114.08
108.56
104.88
101.2
97.52
97.52
97.52
93.84
93.84
93.84
93.84
90.16
90.16
90.16
86.48
86.48
86.48
82.8
82.8
79.12
79.12
79.12
79.12
79.12
79.12
79.12
75.44
75.44
75.44
75.44
75.44
75.44
71.76
71.76
71.76
71.76
71.76
71.76
71.76
71.76
68.08
68.08
64.4
64.4
60.72
60.72
60.72
57.04
57.04
57.04
57.04
57.04
57.04
53.36
53.36
53.36
53.36
57.04
53.36
53.36
50.6
48.76
48.76
48.76
48.76
48.76
48.76
48.76
46.92
46.92
46.92
46.92
46.92
46.92
45.08
45.08
45.08
45.08
45.08
45.08
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
45.08
45.08
43.24
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
43.24
43.24
45.08
45.08
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
45.08
45.08
43.24
45.08
45.08
45.08
45.08
45.08
45.08
45.08
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
45.08
45.08
45.08
43.24
43.24
45.08
45.08
45.08
45.08
45.08
43.24
45.08
45.08
43.24
43.24
45.08
45.08
43.24
45.08
45.08
45.08
45.08
43.24
43.24
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
45.08
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
45.08
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
45.08
45.08
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
43.24
